customer_id,first_name,surname,age,sex,ethnicity,region_key,postcode_area,prior_sector,uc_months_at_start,barriers,barriers_count,disability_or_health,digital_skills,preferred_channel,adviser_id,referred_date
CUS-07910,Ruth,Akin,32,F,White British,south-yorkshire,DN1,Manufacturing,20,Physical health,1,false,Low,sms,ADV-0034,2026-01-05
CUS-07911,Kai,Roberts,35,M,White British,south-yorkshire,S1,Other,49,,0,true,Medium,push,ADV-0099,2026-04-11
CUS-07912,Tia,Begum,26,F,White British,north-london,N1,Retail,12,Mental health;Digital skills;Physical health;Caring responsibilities,4,true,Medium,push,ADV-0097,2026-04-03
CUS-07913,Joy,Carter,43,F,Other White,wales,LL11,Driving,30,Housing instability;Caring responsibilities,2,false,High,email,ADV-0001,2025-09-01
CUS-07914,Joel,Adekoya,53,M,Black African,derbyshire-notts,S40,Warehouse / logistics,37,Mental health,1,false,Low,push,ADV-0229,2025-12-13
CUS-07915,Folake,Ahmed,55,F,Asian Indian,wales,LL57,Hospitality,39,Caring responsibilities,1,false,High,sms,ADV-0033,2026-02-19
CUS-07916,Junior,Okafor,38,M,Mixed,south-yorkshire,S1,Warehouse / logistics,15,,0,true,Medium,email,ADV-0099,2025-11-13
CUS-07917,Leah,Davies,62,F,Mixed,south-east-london,E13,Care / health,16,Childcare cost;English language,2,false,Low,sms,ADV-0013,2026-03-02
CUS-07918,Sarah,Carter,27,F,White British,south-yorkshire,WF1,Driving,20,,0,true,Medium,sms,ADV-0159,2026-01-10
CUS-07919,Sade,Ali,48,F,White British,south-east-london,E20,Hospitality,40,Confidence;Criminal record;Physical health,3,false,Low,call,ADV-0054,2026-03-13
CUS-07920,Joshua,Knight,29,M,Asian Indian,derbyshire-notts,NG1,Retail,48,Caring responsibilities;Housing instability,2,false,High,sms,ADV-0213,2025-09-29
CUS-07921,Callum,Williams,45,M,Other White,north-london,N1,Care / health,15,,0,false,Medium,push,ADV-0097,2025-11-08
CUS-07922,Naomi,Williams,43,F,Black African,south-east-london,SE10,Cleaning / facilities,21,Caring responsibilities,1,false,High,sms,ADV-0232,2026-01-08
CUS-07923,Tom,Knight,46,M,Black African,wales,NP20,Hospitality,41,Transport cost,1,false,Medium,email,ADV-0238,2026-01-30
CUS-07924,Ibrahim,Knight,22,M,Asian Pakistani,south-east-london,E2,Admin / office,20,Criminal record;Mental health;Childcare cost,3,false,High,sms,ADV-0205,2026-03-06
CUS-07925,Theo,Mahmood,39,M,White British,derbyshire-notts,S81,Hospitality,13,Housing instability;Childcare cost;English language,3,false,High,push,ADV-0158,2025-11-16
CUS-07926,Olu,Begum,42,M,Black African,south-east-london,SE15,Admin / office,7,Physical health;Criminal record;Childcare cost,3,false,Medium,push,ADV-0108,2026-03-15
CUS-07927,Femi,Williams,32,M,Black African,north-london,N17,Cleaning / facilities,15,Housing instability,1,false,Medium,sms,ADV-0021,2025-09-12
CUS-07928,Chantelle,Ofori,37,F,White British,north-london,UB1,Retail,17,Criminal record;English language;Physical health;Mental health,4,false,High,push,ADV-0141,2026-02-28
CUS-07929,Tyrese,Hussain,54,M,Asian Indian,south-yorkshire,WF1,Other,28,Digital skills,1,false,Low,sms,ADV-0189,2025-09-30
CUS-07930,Megan,Williams,40,F,White British,derbyshire-notts,S40,Warehouse / logistics,31,Caring responsibilities;Housing instability;Digital skills;Confidence,4,false,Low,sms,ADV-0071,2025-11-05
CUS-07931,Dylan,Singh,28,M,Asian Bangladeshi,south-yorkshire,DN4,Driving,22,Physical health;Criminal record,2,false,Medium,push,ADV-0104,2025-12-27
CUS-07932,Sophie,Roberts,27,F,White British,wales,LL57,Cleaning / facilities,17,Physical health,1,false,High,email,ADV-0225,2025-10-05
CUS-07933,Ruth,Begum,38,F,White British,wales,SA1,Manufacturing,23,Confidence;English language,2,false,Medium,email,ADV-0227,2025-10-31
CUS-07934,Priya,Evans,28,F,Other White,wales,SA1,Other,50,English language;Criminal record,2,true,Medium,email,ADV-0001,2025-09-23
CUS-07935,Kai,Davies,35,M,White British,south-east-london,SE10,Warehouse / logistics,19,Childcare cost;Caring responsibilities;Digital skills,3,false,Low,push,ADV-0084,2026-04-19
CUS-07936,Daniel,Iwobi,55,M,Black Caribbean,south-east-london,SE1,Retail,17,English language;Mental health,2,false,Medium,sms,ADV-0207,2025-09-13
CUS-07937,Bilal,Lewis,60,M,Black African,wales,CF10,Driving,13,,0,false,Medium,sms,ADV-0227,2025-12-08
CUS-07938,Damian,Knight,45,Other,White British,south-yorkshire,S1,Hospitality,35,Mental health;English language,2,false,Medium,sms,ADV-0129,2025-11-13
CUS-07939,Yvonne,Ofori,38,F,White British,south-yorkshire,LS9,Warehouse / logistics,19,Mental health;Childcare cost;Housing instability,3,true,Low,sms,ADV-0159,2025-11-28
CUS-07940,Kai,Akin,40,M,White British,wales,CF24,Admin / office,14,Confidence,1,false,Medium,sms,ADV-0019,2026-05-10
CUS-07941,Liam,Ahmed,29,M,Other Asian,derbyshire-notts,NG1,Hospitality,53,Confidence;Digital skills;Mental health,3,false,Medium,sms,ADV-0158,2025-09-19
CUS-07942,Kwame,Evans,33,M,White British,north-london,HA1,Construction,23,,0,false,Low,sms,ADV-0193,2026-02-08
CUS-07943,Maria,Lewis,45,F,Mixed,south-yorkshire,DN4,Hospitality,27,,0,true,Low,email,ADV-0138,2025-10-31
CUS-07944,Chantelle,Hussain,35,F,Other White,south-east-london,E6,Cleaning / facilities,12,Digital skills,1,false,Medium,sms,ADV-0181,2026-03-27
CUS-07945,Joel,Roberts,26,M,Other,south-east-london,E20,Manufacturing,29,Criminal record,1,false,High,sms,ADV-0185,2026-02-28
CUS-07946,Kwame,Mahmood,41,M,White British,derbyshire-notts,DE1,Driving,19,Confidence,1,false,Low,push,ADV-0239,2025-12-09
CUS-07947,Priya,Hollis,46,F,White British,wales,NP20,Other,29,Mental health;Confidence;Digital skills,3,false,High,push,ADV-0079,2026-05-07
CUS-07948,Yusuf,Roberts,49,M,Mixed,south-east-london,E6,Other,12,Criminal record,1,false,Low,push,ADV-0197,2026-04-21
CUS-07949,Maria,Jones,42,F,White British,south-east-london,SE1,Warehouse / logistics,18,,0,false,High,push,ADV-0115,2026-05-14
CUS-07950,Reece,Bailey,49,M,Black Caribbean,derbyshire-notts,S81,Care / health,31,Mental health,1,false,Medium,sms,ADV-0230,2026-04-17
CUS-07951,Daniel,Bailey,52,M,White British,south-east-london,E3,Hospitality,38,Criminal record;Confidence,2,false,Low,push,ADV-0145,2026-03-05
CUS-07952,Callum,Brown,47,M,Other White,south-east-london,SE15,Construction,30,Childcare cost;Digital skills,2,false,High,sms,ADV-0176,2026-04-25
CUS-07953,Sophie,Begum,57,F,White British,south-east-london,SE10,Manufacturing,13,Caring responsibilities;Criminal record,2,false,Medium,sms,ADV-0135,2025-11-08
CUS-07954,Daniel,Roberts,47,M,White British,south-east-london,SE1,Hospitality,42,Caring responsibilities;Housing instability,2,false,High,push,ADV-0221,2026-03-27
CUS-07955,Joshua,Evans,33,M,Black African,north-london,NW10,Security,15,Confidence;Transport cost,2,false,Low,sms,ADV-0113,2025-09-30
CUS-07956,Aiden,Knight,51,M,Mixed,wales,SA1,Care / health,22,Digital skills;Confidence,2,true,Medium,call,ADV-0208,2025-12-19
CUS-07957,Ruth,O'Connor,44,F,Black Caribbean,south-yorkshire,S60,Retail,32,Transport cost,1,true,Medium,sms,ADV-0020,2026-02-12
CUS-07958,Connor,Begum,35,M,Asian Indian,south-east-london,E20,Warehouse / logistics,15,Criminal record,1,false,High,sms,ADV-0086,2026-03-28
CUS-07959,Naomi,Walker,27,F,Black Caribbean,south-yorkshire,DN4,Hospitality,24,,0,false,Low,sms,ADV-0020,2025-12-06
CUS-07960,Dylan,Carter,41,M,Black African,south-east-london,SE10,Security,43,Housing instability;Criminal record,2,true,Medium,email,ADV-0090,2026-05-07
CUS-07961,Chantelle,Lewis,41,F,Mixed,derbyshire-notts,DE22,Hospitality,33,Criminal record;Transport cost;Childcare cost;Confidence,4,true,Medium,push,ADV-0152,2026-01-03
CUS-07962,Halima,Brown,48,F,Black Caribbean,south-yorkshire,DN1,Construction,45,Confidence,1,true,Medium,sms,ADV-0069,2025-09-29
CUS-07963,Liam,Mensah,36,M,White British,south-east-london,E13,Other,13,,0,false,Medium,sms,ADV-0057,2026-03-31
CUS-07964,Kai,Iwobi,25,M,White British,derbyshire-notts,NG1,Retail,10,Childcare cost;Transport cost;Confidence,3,true,Medium,sms,ADV-0134,2026-03-02
CUS-07965,Reece,Bailey,34,M,White British,south-east-london,E15,Construction,36,Criminal record;Caring responsibilities;Mental health,3,false,Medium,sms,ADV-0236,2025-09-25
CUS-07966,Connor,O'Connor,40,M,Black African,south-yorkshire,S6,Security,52,Housing instability;Criminal record,2,false,Medium,email,ADV-0217,2026-05-19
CUS-07967,Theo,Ahmed,45,M,Black African,north-london,N1,Security,29,Childcare cost,1,false,Medium,sms,ADV-0243,2026-03-21
CUS-07968,Aaron,Williams,28,M,Other White,south-east-london,E6,Cleaning / facilities,20,Physical health,1,false,High,sms,ADV-0006,2025-11-07
CUS-07969,Tyrese,O'Connor,31,M,Black African,wales,CF10,Warehouse / logistics,11,Housing instability;Childcare cost,2,false,Low,push,ADV-0157,2025-11-08
CUS-07970,Mohammed,Bailey,40,M,White British,south-yorkshire,S60,Cleaning / facilities,20,Criminal record,1,false,Low,sms,ADV-0245,2025-09-04
CUS-07971,Folake,Okafor,27,F,White British,south-east-london,SE1,Care / health,51,Childcare cost;English language,2,false,High,push,ADV-0086,2026-04-22
CUS-07972,Daniel,Carter,50,M,Black Caribbean,wales,NP20,Retail,37,Childcare cost;Criminal record;Caring responsibilities,3,false,Medium,sms,ADV-0208,2025-09-06
CUS-07973,Joel,Lewis,35,M,White British,south-yorkshire,S60,Other,19,Digital skills,1,false,Low,push,ADV-0172,2026-03-17
CUS-07974,Megan,Davies,41,F,Black African,south-east-london,E3,Manufacturing,21,Physical health;Digital skills;English language,3,false,Medium,call,ADV-0224,2025-11-28
CUS-07975,Reece,Okafor,27,M,Black African,derbyshire-notts,S40,Hospitality,39,Housing instability,1,false,Medium,sms,ADV-0058,2026-02-10
CUS-07976,Ruth,Knight,25,F,White British,south-east-london,E2,Admin / office,17,Transport cost;Criminal record;Physical health,3,false,Medium,sms,ADV-0146,2025-09-19
CUS-07977,Mohammed,Mensah,62,M,Asian Indian,wales,NP19,Cleaning / facilities,27,,0,true,Low,sms,ADV-0078,2026-01-20
CUS-07978,Damian,Ahmed,38,M,White British,south-yorkshire,S1,Retail,21,,0,false,Medium,sms,ADV-0217,2025-12-03
CUS-07979,Kelly,Mahmood,41,F,Black Caribbean,derbyshire-notts,S81,Hospitality,10,Confidence;Childcare cost,2,false,Medium,push,ADV-0201,2026-05-03
CUS-07980,Ryan,Khan,33,M,White British,south-yorkshire,DN1,Care / health,15,Criminal record;English language,2,false,High,sms,ADV-0081,2025-09-05
CUS-07981,Theo,Ali,28,M,Black Caribbean,south-east-london,E6,Cleaning / facilities,25,Mental health,1,false,Low,push,ADV-0040,2025-09-03
CUS-07982,Connor,Okafor,31,M,Other White,south-east-london,SE10,Hospitality,12,Transport cost;Criminal record;Confidence,3,true,Medium,push,ADV-0181,2026-03-25
CUS-07983,Sean,Mahmood,33,M,White British,wales,CF24,Warehouse / logistics,27,English language,1,false,Low,sms,ADV-0001,2026-02-08
CUS-07984,Kwame,Iwobi,48,M,White British,wales,NP20,Care / health,38,Digital skills,1,false,High,push,ADV-0078,2026-01-13
CUS-07985,Tamika,Murphy,50,F,White British,south-yorkshire,DN4,Construction,17,English language;Confidence,2,false,Medium,call,ADV-0081,2026-04-21
CUS-07986,Chantelle,Okafor,33,F,White British,south-east-london,SE1,Manufacturing,37,,0,false,Medium,push,ADV-0107,2026-01-22
CUS-07987,Junior,Murphy,38,M,White British,derbyshire-notts,S81,Warehouse / logistics,11,Mental health,1,false,Medium,sms,ADV-0002,2026-04-18
CUS-07988,Nasir,Hussain,59,M,White British,wales,CF10,Admin / office,28,Transport cost,1,false,Medium,call,ADV-0190,2026-01-31
CUS-07989,Sarah,Brown,45,F,Asian Pakistani,south-yorkshire,S10,Warehouse / logistics,33,Physical health,1,false,Medium,push,ADV-0133,2026-02-28
CUS-07990,Amina,O'Connor,45,F,White British,south-east-london,E15,Manufacturing,29,Housing instability;English language,2,true,Medium,sms,ADV-0188,2025-11-27
CUS-07991,Nasir,Williams,38,M,Asian Indian,north-london,N1,Retail,14,Childcare cost;Confidence,2,false,Medium,email,ADV-0215,2025-09-30
CUS-07992,Mohammed,Patel,45,M,Black African,north-london,HA1,Retail,26,Criminal record,1,false,Medium,call,ADV-0106,2026-05-05
CUS-07993,Maria,Ahmed,20,F,Black Caribbean,south-east-london,E3,Warehouse / logistics,15,Physical health,1,false,High,sms,ADV-0188,2026-02-09
CUS-07994,Yvonne,Okafor,51,F,White British,wales,LL11,Hospitality,24,Childcare cost;Confidence;Transport cost,3,false,High,sms,ADV-0157,2026-01-24
CUS-07995,Ashley,Ahmed,41,M,Black African,derbyshire-notts,DE1,Retail,16,Housing instability,1,true,Medium,sms,ADV-0048,2026-05-04
CUS-07996,Demi,Bailey,34,F,White British,north-london,UB1,Retail,39,English language;Confidence;Digital skills,3,false,Medium,push,ADV-0216,2025-09-10
CUS-07997,Dylan,O'Connor,41,M,Other,south-east-london,SE10,Admin / office,22,,0,false,Low,push,ADV-0164,2026-03-11
CUS-07998,Dylan,Taylor,38,M,Other White,derbyshire-notts,S40,Hospitality,32,,0,false,Low,push,ADV-0222,2026-03-05
CUS-07999,Connor,Williams,33,M,White British,south-east-london,E20,Retail,40,Confidence,1,true,Medium,sms,ADV-0114,2026-02-06
CUS-08000,Dylan,Walker,49,M,White British,derbyshire-notts,NG18,Warehouse / logistics,25,Confidence;Physical health;English language;Transport cost,4,false,High,email,ADV-0231,2026-01-29
CUS-08001,Sean,Knight,23,M,White British,south-east-london,E6,Retail,27,Transport cost;Housing instability,2,false,High,push,ADV-0127,2026-03-27
CUS-08002,Yusuf,Mahmood,39,M,White British,wales,CF10,Warehouse / logistics,44,Transport cost;English language,2,false,Medium,call,ADV-0199,2026-04-26
CUS-08003,Nasir,O'Connor,47,M,Other White,wales,NP19,Care / health,23,Transport cost;Digital skills,2,false,Medium,sms,ADV-0064,2026-03-26
CUS-08004,Nasir,Taylor,49,M,White British,south-east-london,E6,Warehouse / logistics,10,Caring responsibilities;Criminal record,2,false,Medium,push,ADV-0068,2025-10-22
CUS-08005,Theo,Davies,25,M,Asian Pakistani,south-east-london,SE15,Warehouse / logistics,15,Digital skills;Childcare cost;Transport cost,3,false,Medium,email,ADV-0145,2026-02-24
CUS-08006,Bibi,Evans,35,F,White British,south-yorkshire,S1,Cleaning / facilities,13,Confidence;Physical health,2,true,Low,email,ADV-0131,2025-12-28
CUS-08007,Connor,Okafor,50,M,Black African,derbyshire-notts,S40,Other,11,Mental health;English language,2,false,Medium,push,ADV-0230,2025-12-25
CUS-08008,Naomi,Hussain,47,F,White British,wales,CF10,Cleaning / facilities,12,Mental health;Confidence;Childcare cost;Criminal record,4,false,Low,call,ADV-0235,2026-05-15
CUS-08009,Aisha,Taylor,48,F,Other,wales,SA1,Retail,16,Criminal record;Caring responsibilities;Mental health,3,false,High,push,ADV-0140,2026-01-30
CUS-08010,Liam,Knight,44,M,Black Caribbean,south-yorkshire,S10,Warehouse / logistics,40,,0,false,Medium,push,ADV-0245,2026-01-30
CUS-08011,Tom,Murphy,54,M,Asian Pakistani,derbyshire-notts,NG18,Retail,27,Physical health,1,false,Low,push,ADV-0056,2025-11-13
CUS-08012,Tyrese,Hussain,40,M,White British,south-east-london,SE15,Warehouse / logistics,21,,0,false,Low,push,ADV-0188,2026-05-07
CUS-08013,Tyrese,Begum,39,M,Black Caribbean,wales,SA1,Hospitality,44,Confidence;Physical health;Caring responsibilities,3,false,High,email,ADV-0177,2026-01-07
CUS-08014,Sophie,Hussain,40,F,White British,south-yorkshire,S6,Care / health,11,Mental health;Physical health,2,false,Medium,sms,ADV-0219,2026-04-23
CUS-08015,Tamika,Lewis,55,F,Black Caribbean,north-london,HA9,Admin / office,36,Transport cost,1,false,Medium,push,ADV-0139,2026-01-17
CUS-08016,Ryan,Iwobi,50,M,White British,north-london,N1,Hospitality,18,English language,1,true,Medium,email,ADV-0193,2025-12-30
CUS-08017,Mohammed,Okafor,54,M,White British,south-yorkshire,S60,Cleaning / facilities,52,English language;Mental health;Caring responsibilities,3,false,Medium,sms,ADV-0220,2025-10-31
CUS-08018,Olu,Khan,52,M,White British,south-yorkshire,S60,Cleaning / facilities,14,,0,false,Low,push,ADV-0148,2025-11-26
CUS-08019,Jamal,Roberts,60,Other,Asian Pakistani,south-east-london,SE1,Admin / office,40,English language,1,true,Medium,sms,ADV-0210,2026-03-09
CUS-08020,Bilal,Hollis,59,M,Black African,south-east-london,E3,Hospitality,18,Housing instability,1,false,High,sms,ADV-0085,2026-01-30
CUS-08021,Mohammed,Singh,62,M,Other Asian,north-london,NW1,Warehouse / logistics,16,Digital skills;Physical health,2,false,Low,email,ADV-0035,2026-03-20
CUS-08022,Liam,Knight,26,M,White British,south-east-london,SE15,Care / health,14,Digital skills,1,false,High,push,ADV-0032,2026-01-05
CUS-08023,Yusuf,Jones,47,M,Asian Indian,derbyshire-notts,DE1,Warehouse / logistics,45,Confidence,1,false,Medium,sms,ADV-0091,2025-09-12
CUS-08024,Joshua,Khan,27,M,White British,south-east-london,E2,Cleaning / facilities,26,Housing instability,1,false,High,email,ADV-0117,2026-04-19
CUS-08025,Aiden,Ofori,52,M,Other,south-yorkshire,DN1,Care / health,41,English language;Caring responsibilities;Confidence;Housing instability,4,false,Medium,email,ADV-0051,2026-05-06
CUS-08026,Maria,Iwobi,32,F,Other White,south-east-london,SE1,Other,15,Criminal record,1,false,Medium,sms,ADV-0070,2025-11-30
CUS-08027,Tracy,Mahmood,25,F,White British,south-yorkshire,S1,Driving,33,Criminal record,1,false,Medium,email,ADV-0125,2025-09-12
CUS-08028,Chantelle,Carter,37,F,White British,south-east-london,SE1,Hospitality,11,Confidence;Childcare cost,2,false,Medium,sms,ADV-0127,2025-09-27
CUS-08029,Yvonne,Walker,51,F,White British,derbyshire-notts,S40,Cleaning / facilities,47,,0,true,Medium,sms,ADV-0170,2026-01-24
CUS-08030,Olu,Jones,40,M,White British,south-yorkshire,S60,Hospitality,24,Caring responsibilities;Digital skills,2,true,Low,call,ADV-0008,2026-02-07
CUS-08031,Callum,Hussain,35,M,White British,south-east-london,SE10,Warehouse / logistics,39,,0,false,Low,call,ADV-0090,2025-11-07
CUS-08032,Theo,Patel,35,M,Asian Indian,south-east-london,E15,Hospitality,14,Mental health,1,false,Medium,push,ADV-0090,2026-05-09
CUS-08033,Ashley,Okafor,37,M,White British,south-east-london,E20,Retail,43,,0,false,High,call,ADV-0181,2026-03-23
CUS-08034,Megan,Hussain,39,F,White British,wales,SA1,Construction,35,Caring responsibilities;Mental health;Confidence,3,true,Medium,sms,ADV-0190,2025-12-30
CUS-08035,Ibrahim,Mahmood,28,M,Other Asian,south-east-london,SE1,Security,20,Confidence;Caring responsibilities;Physical health,3,false,Low,email,ADV-0062,2025-11-30
CUS-08036,Aisha,Begum,40,F,White British,wales,NP19,Admin / office,13,Childcare cost;Housing instability,2,false,High,push,ADV-0038,2026-03-17
CUS-08037,Femi,O'Connor,20,M,Black African,north-london,NW3,Warehouse / logistics,18,,0,false,High,sms,ADV-0168,2026-02-16
CUS-08038,Joshua,Mensah,54,M,White British,derbyshire-notts,DE22,Retail,38,Mental health;Physical health,2,false,Medium,sms,ADV-0025,2026-04-29
CUS-08039,Kai,Murphy,49,M,Black African,wales,NP19,Other,34,Childcare cost,1,false,Low,email,ADV-0067,2025-10-26
CUS-08040,Sean,Khan,38,M,Asian Pakistani,south-east-london,E20,Care / health,38,Mental health,1,true,High,sms,ADV-0194,2026-03-24
CUS-08041,Olu,Hussain,47,M,Black Caribbean,south-east-london,E13,Construction,20,Childcare cost;Physical health,2,false,Medium,push,ADV-0188,2025-12-04
CUS-08042,Joshua,Williams,53,M,Asian Pakistani,derbyshire-notts,NG7,Warehouse / logistics,41,Transport cost,1,false,Medium,sms,ADV-0229,2026-05-09
CUS-08043,Nasir,Walker,38,M,Other White,derbyshire-notts,DE22,Manufacturing,29,Mental health;English language,2,false,Low,email,ADV-0137,2025-09-07
CUS-08044,Kai,Taylor,45,M,White British,wales,LL11,Driving,21,Caring responsibilities,1,false,High,sms,ADV-0101,2026-02-28
CUS-08045,Sean,Jones,39,M,Mixed,south-yorkshire,S60,Driving,30,Housing instability;Digital skills;Confidence;Childcare cost,4,true,High,push,ADV-0241,2026-05-19
CUS-08046,Megan,Ali,37,Other,Other,wales,LL11,Admin / office,26,Caring responsibilities;Transport cost,2,false,Medium,sms,ADV-0047,2026-02-24
CUS-08047,Kelly,Ahmed,37,F,Asian Bangladeshi,south-yorkshire,S60,Hospitality,11,Physical health,1,false,Medium,call,ADV-0196,2026-05-01
CUS-08048,Olu,Okafor,47,M,Other,south-east-london,E15,Hospitality,15,Digital skills;Mental health,2,false,Medium,sms,ADV-0066,2026-03-03
CUS-08049,Ashley,Hollis,27,M,Mixed,north-london,NW3,Warehouse / logistics,38,Childcare cost,1,false,Low,push,ADV-0124,2025-11-02
CUS-08050,Olu,Walker,29,M,White British,derbyshire-notts,S81,Cleaning / facilities,19,Caring responsibilities;Mental health,2,false,Medium,sms,ADV-0229,2025-10-23
CUS-08051,Bibi,Evans,51,F,Black Caribbean,south-east-london,SE10,Admin / office,37,Transport cost,1,true,Medium,sms,ADV-0054,2026-03-01
CUS-08052,Tom,Hussain,31,M,Black Caribbean,wales,CF10,Retail,38,Caring responsibilities,1,false,Medium,sms,ADV-0244,2026-01-25
CUS-08053,Joel,Okafor,27,M,Black African,wales,NP20,Admin / office,10,Housing instability,1,false,Medium,sms,ADV-0183,2026-03-12
CUS-08054,Jamal,Hollis,33,M,White British,south-yorkshire,S10,Warehouse / logistics,44,Physical health,1,true,High,call,ADV-0150,2026-01-03
CUS-08055,Femi,Lewis,48,M,Asian Bangladeshi,wales,SA1,Retail,15,Transport cost,1,false,High,push,ADV-0209,2026-04-13
CUS-08056,Chantelle,Mahmood,33,F,Other White,south-east-london,E2,Retail,14,Childcare cost,1,false,Medium,sms,ADV-0114,2026-02-06
CUS-08057,Bibi,Singh,51,F,White British,wales,NP19,Security,21,Childcare cost;Caring responsibilities,2,false,High,sms,ADV-0240,2025-11-17
CUS-08058,Joshua,Knight,44,M,White British,south-east-london,E13,Retail,16,Childcare cost,1,false,Medium,sms,ADV-0146,2026-05-05
CUS-08059,Kwame,Carter,49,M,White British,south-east-london,E13,Warehouse / logistics,17,Physical health;Criminal record,2,false,Low,call,ADV-0221,2025-10-11
CUS-08060,Tom,Ahmed,44,M,White British,wales,CF10,Manufacturing,11,Mental health,1,false,Low,sms,ADV-0183,2025-10-12
CUS-08061,Nasir,Williams,36,M,Asian Indian,north-london,NW10,Manufacturing,27,Transport cost;Housing instability;Digital skills,3,false,Low,sms,ADV-0122,2026-01-21
CUS-08062,Theo,Brown,27,M,White British,south-yorkshire,S6,Care / health,24,Mental health,1,false,Medium,sms,ADV-0104,2025-09-20
CUS-08063,Ruth,Ali,40,F,Asian Indian,south-east-london,E3,Warehouse / logistics,48,Digital skills;Housing instability,2,false,High,sms,ADV-0127,2025-09-14
CUS-08064,Kwame,Hollis,58,M,Asian Indian,south-east-london,E3,Manufacturing,11,Housing instability;Criminal record,2,false,Medium,push,ADV-0117,2025-12-10
CUS-08065,Kelly,Begum,28,F,Mixed,south-east-london,SE15,Warehouse / logistics,9,Childcare cost,1,false,High,push,ADV-0223,2026-01-04
CUS-08066,Junior,Carter,41,M,Other White,derbyshire-notts,DE22,Hospitality,28,Digital skills,1,false,Low,push,ADV-0071,2026-04-11
CUS-08067,Chantelle,Mensah,27,F,Black African,derbyshire-notts,NG1,Admin / office,9,Criminal record;Housing instability;Physical health,3,false,Low,push,ADV-0100,2026-03-13
CUS-08068,Yusuf,Hussain,50,M,Other,wales,SA1,Construction,23,,0,false,Low,sms,ADV-0208,2025-12-04
CUS-08069,Ellie,Murphy,44,F,Black Caribbean,derbyshire-notts,DE1,Cleaning / facilities,48,Criminal record;Physical health;Caring responsibilities,3,true,High,sms,ADV-0112,2026-04-18
CUS-08070,Daniel,Okafor,31,M,Other White,north-london,N17,Driving,39,Mental health,1,false,High,push,ADV-0106,2025-10-21
CUS-08071,Tyrese,Ofori,42,M,Black African,north-london,N17,Warehouse / logistics,15,Mental health,1,false,Medium,push,ADV-0088,2025-11-18
CUS-08072,Tracy,Jones,35,F,White British,south-east-london,E15,Construction,9,Childcare cost,1,true,Medium,push,ADV-0077,2026-04-10
CUS-08073,Lola,Hussain,44,F,Black African,south-east-london,E2,Retail,27,Caring responsibilities;Housing instability,2,false,High,email,ADV-0117,2026-01-19
CUS-08074,Marcus,Hollis,32,M,Asian Indian,wales,LL11,Hospitality,17,Childcare cost;Digital skills,2,false,Medium,sms,ADV-0209,2025-10-07
CUS-08075,Aiden,Mensah,31,M,White British,south-east-london,SE10,Cleaning / facilities,7,Transport cost;Confidence,2,false,Low,email,ADV-0077,2025-11-29
CUS-08076,Jamal,Davies,45,M,Other White,wales,SA1,Cleaning / facilities,7,Confidence;Housing instability,2,false,Medium,call,ADV-0078,2025-12-12
CUS-08077,Jamal,Singh,55,M,Asian Indian,derbyshire-notts,S40,Admin / office,30,,0,true,Medium,push,ADV-0060,2026-01-30
CUS-08078,Amina,Ofori,49,Other,White British,north-london,N1,Other,17,Caring responsibilities,1,false,Medium,call,ADV-0184,2025-11-27
CUS-08079,Reece,Taylor,25,M,Asian Indian,south-yorkshire,DN1,Security,16,Housing instability,1,false,Medium,push,ADV-0217,2026-03-02
CUS-08080,Tracy,Taylor,44,F,White British,wales,LL57,Warehouse / logistics,19,Transport cost;Physical health,2,false,High,push,ADV-0225,2025-10-21
CUS-08081,Lola,Davies,25,F,White British,south-yorkshire,DN4,Warehouse / logistics,20,Confidence;Transport cost;Mental health,3,false,High,push,ADV-0149,2025-10-16
CUS-08082,Tyrese,Taylor,41,M,White British,wales,LL57,Admin / office,26,Mental health,1,true,Medium,push,ADV-0208,2025-11-23
CUS-08083,Mohammed,Roberts,25,M,White British,south-east-london,E13,Warehouse / logistics,16,Digital skills,1,true,Low,sms,ADV-0010,2025-09-24
CUS-08084,Priya,Begum,29,F,Asian Bangladeshi,derbyshire-notts,DE22,Manufacturing,23,Childcare cost;Criminal record;Physical health;Caring responsibilities,4,false,Medium,sms,ADV-0231,2026-03-13
CUS-08085,Tamika,Adekoya,50,F,Mixed,derbyshire-notts,S81,Cleaning / facilities,27,English language;Physical health;Transport cost,3,false,High,email,ADV-0012,2025-12-10
CUS-08086,Kwame,Patel,35,M,Other White,north-london,N1,Security,11,Criminal record;English language;Caring responsibilities;Housing instability,4,false,Medium,call,ADV-0165,2026-02-15
CUS-08087,Connor,Jones,41,M,White British,north-london,HA1,Care / health,16,Childcare cost,1,false,Medium,email,ADV-0216,2025-09-27
CUS-08088,Jamal,Ahmed,32,M,White British,north-london,NW1,Warehouse / logistics,14,Mental health;Childcare cost,2,true,Medium,push,ADV-0046,2025-12-30
CUS-08089,Tracy,Ali,42,F,Asian Bangladeshi,south-yorkshire,LS9,Manufacturing,9,English language,1,true,Medium,sms,ADV-0051,2026-01-16
CUS-08090,Faye,Okafor,25,F,Asian Indian,wales,LL57,Retail,16,Physical health;Criminal record,2,false,High,push,ADV-0155,2026-02-11
CUS-08091,Aisha,Adekoya,49,F,Black Caribbean,south-yorkshire,S1,Warehouse / logistics,26,Digital skills;English language,2,false,Medium,email,ADV-0175,2025-11-10
